1.2,113
1.7,81
1.4,64
1.1,55
1.9,36
0.9,36
1.0,33
2.1,31
0.8,30
0.7,24
1.3,18
2.4,16
1.6,15
2.2,11
1.5,11
2.7,11
1.8,10
0.6,5
2.8,5
0.5,5
2.6,4
2.0,4
2.3,3
3.1,2
2.5,2
3.8,2
2.9,2
4.2,1
3.4,1
4.4,1
3.2,1
0.2,1
0.4,1
330.0,1
